yahoo_ticker,sector,industry,quote_type,sector_source
A,Healthcare,Diagnostics & Research,EQUITY,yfinance_info
AA,Basic Materials,Aluminum,EQUITY,yfinance_info
AAL,Industrials,Airlines,EQUITY,yfinance_info
AAP,Consumer Cyclical,Auto Parts,EQUITY,yfinance_info
AAPL,Technology,Consumer Electronics,EQUITY,yfinance_info
AAXN,,,NONE,no_sector_in_info
AB,Financial Services,Asset Management,EQUITY,yfinance_info
ABB,,,NONE,no_sector_in_info
ABBV,Healthcare,Drug Manufacturers - General,EQUITY,yfinance_info
ABC,,,NONE,no_sector_in_info
ABEV,Consumer Defensive,Beverages - Brewers,EQUITY,yfinance_info
ABG,Consumer Cyclical,Auto & Truck Dealerships,EQUITY,yfinance_info
ABH,,,MUTUALFUND,no_sector_in_info
ABI,,,ETF,no_sector_in_info
ABK,,,MUTUALFUND,no_sector_in_info
ABMD,,,NONE,no_sector_in_info
ABNB,Consumer Cyclical,Travel Services,EQUITY,yfinance_info
ABT,Healthcare,Medical Devices,EQUITY,yfinance_info
ABX,Financial Services,Insurance - Life,EQUITY,yfinance_info
AC,,,,no_sector_in_info
ACE,,,MUTUALFUND,no_sector_in_info
ACGL,Financial Services,Insurance - Diversified,EQUITY,yfinance_info
ACI,Consumer Defensive,Grocery Stores,EQUITY,yfinance_info
ACL,,,MUTUALFUND,no_sector_in_info
ACN,Technology,Information Technology Services,EQUITY,yfinance_info
ADBE,Technology,Software - Application,EQUITY,yfinance_info
ADEN,,,MUTUALFUND,no_sector_in_info
ADI,Technology,Semiconductors,EQUITY,yfinance_info
ADM,Consumer Defensive,Farm Products,EQUITY,yfinance_info
ADP,Technology,Software - Application,EQUITY,yfinance_info
ADS,,,NONE,no_sector_in_info
ADSK,Technology,Software - Application,EQUITY,yfinance_info
ADYEN,,,,no_sector_in_info
AEE,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
AEH,,,ETF,no_sector_in_info
AEM,Basic Materials,Gold,EQUITY,yfinance_info
AEP,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
AES,Utilities,Utilities - Diversified,EQUITY,yfinance_info
AET,,,MUTUALFUND,no_sector_in_info
AEV,,,ECNQUOTE,no_sector_in_info
AFG,Financial Services,Insurance - Property & Casualty,EQUITY,yfinance_info
AFL,Financial Services,Insurance - Life,EQUITY,yfinance_info
AGCO,Industrials,Farm & Heavy Construction Machinery,EQUITY,yfinance_info
AGN,,,NONE,no_sector_in_info
AGU,,,MUTUALFUND,no_sector_in_info
AGY,,,MUTUALFUND,no_sector_in_info
AHC,,,NONE,no_sector_in_info
AIG,Financial Services,Insurance - Diversified,EQUITY,yfinance_info
AIR,Industrials,Aerospace & Defense,EQUITY,yfinance_info
AIZ,Financial Services,Insurance - Property & Casualty,EQUITY,yfinance_info
AJG,Financial Services,Insurance Brokers,EQUITY,yfinance_info
AKAM,Technology,Software - Infrastructure,EQUITY,yfinance_info
ALB,Basic Materials,Specialty Chemicals,EQUITY,yfinance_info
ALEX,,,,no_sector_in_info
ALGN,Healthcare,Medical Instruments & Supplies,EQUITY,yfinance_info
ALK,Industrials,Airlines,EQUITY,yfinance_info
ALL,Financial Services,Insurance - Property & Casualty,EQUITY,yfinance_info
ALLY,Financial Services,Credit Services,EQUITY,yfinance_info
ALRM,Technology,Software - Application,EQUITY,yfinance_info
ALTR,,,NONE,no_sector_in_info
ALV,Consumer Cyclical,Auto Parts,EQUITY,yfinance_info
ALVG,,,,no_sector_in_info
ALXN,,,NONE,no_sector_in_info
AMAT,Technology,Semiconductor Equipment & Materials,EQUITY,yfinance_info
AMD,Technology,Semiconductors,EQUITY,yfinance_info
AME,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
AMG,Financial Services,Asset Management,EQUITY,yfinance_info
AMGN,Healthcare,Drug Manufacturers - General,EQUITY,yfinance_info
AMH,Real Estate,REIT - Residential,EQUITY,yfinance_info
AMJ,,,ETF,no_sector_in_info
AMJB,,,ETF,no_sector_in_info
AMN,Healthcare,Medical Care Facilities,EQUITY,yfinance_info
AMP,Financial Services,Asset Management,EQUITY,yfinance_info
AMT,Real Estate,REIT - Specialty,EQUITY,yfinance_info
AMTD,Financial Services,Asset Management,EQUITY,yfinance_info
AMX,Communication Services,Telecom Services,EQUITY,yfinance_info
AMZN,Consumer Cyclical,Internet Retail,EQUITY,yfinance_info
ANDX,,,NONE,no_sector_in_info
ANF,Consumer Cyclical,Apparel Retail,EQUITY,yfinance_info
ANSS,,,,no_sector_in_info
ANTM,,,NONE,no_sector_in_info
ANTX,Healthcare,Biotechnology,EQUITY,yfinance_info
ANW,,,MUTUALFUND,no_sector_in_info
AOL,,,MUTUALFUND,no_sector_in_info
AON,Financial Services,Insurance Brokers,EQUITY,yfinance_info
APA,Energy,Oil & Gas E&P,EQUITY,yfinance_info
APC,Energy,Oil & Gas Refining & Marketing,EQUITY,yfinance_info
APD,Basic Materials,Specialty Chemicals,EQUITY,yfinance_info
APH,Technology,Electronic Components,EQUITY,yfinance_info
APO,Financial Services,Asset Management,EQUITY,yfinance_info
APOL,,,MUTUALFUND,no_sector_in_info
AR,Energy,Oil & Gas E&P,EQUITY,yfinance_info
ARC,,,NONE,no_sector_in_info
ARG,,,MUTUALFUND,no_sector_in_info
ARI,Real Estate,REIT - Mortgage,EQUITY,yfinance_info
ARMH,,,ETF,no_sector_in_info
ARO,,,MUTUALFUND,no_sector_in_info
ARW,Technology,Electronics & Computer Distribution,EQUITY,yfinance_info
ARYN,,,,no_sector_in_info
ASBC,,,MUTUALFUND,no_sector_in_info
ASD,,,ETF,no_sector_in_info
ASH,Basic Materials,Specialty Chemicals,EQUITY,yfinance_info
ASML,Technology,Semiconductor Equipment & Materials,EQUITY,yfinance_info
ASO,Consumer Cyclical,Specialty Retail,EQUITY,yfinance_info
AT,,,NONE,no_sector_in_info
ATI,Industrials,Metal Fabrication,EQUITY,yfinance_info
ATMI,,,MUTUALFUND,no_sector_in_info
ATO,Utilities,Utilities - Regulated Gas,EQUITY,yfinance_info
ATPG,,,MUTUALFUND,no_sector_in_info
ATVI,,,NONE,no_sector_in_info
ATYT,,,MUTUALFUND,no_sector_in_info
AU,Basic Materials,Gold,EQUITY,yfinance_info
AVA,Utilities,Utilities - Diversified,EQUITY,yfinance_info
AVGO,Technology,Semiconductors,EQUITY,yfinance_info
AVP,,,NONE,no_sector_in_info
AVT,Technology,Electronics & Computer Distribution,EQUITY,yfinance_info
AVY,Consumer Cyclical,Packaging & Containers,EQUITY,yfinance_info
AWK,Utilities,Utilities - Regulated Water,EQUITY,yfinance_info
AXE,,,NONE,no_sector_in_info
AXP,Financial Services,Credit Services,EQUITY,yfinance_info
AXS,Financial Services,Insurance - Specialty,EQUITY,yfinance_info
AYE,,,MUTUALFUND,no_sector_in_info
AYI,Industrials,Electrical Equipment & Parts,EQUITY,yfinance_info
AZN,Healthcare,Drug Manufacturers - General,EQUITY,yfinance_info
AZO,Consumer Cyclical,Auto Parts,EQUITY,yfinance_info
BA,Industrials,Aerospace & Defense,EQUITY,yfinance_info
BABA,Consumer Cyclical,Internet Retail,EQUITY,yfinance_info
BAC,Financial Services,Banks - Diversified,EQUITY,yfinance_info
BACPS,,,,no_sector_in_info
BAES,,,,no_sector_in_info
BAM,Financial Services,Asset Management,EQUITY,yfinance_info
BASFN,,,,no_sector_in_info
BAWG,,,,no_sector_in_info
BAX,Healthcare,Medical Instruments & Supplies,EQUITY,yfinance_info
BAYGN,,,,no_sector_in_info
BB,Technology,Software - Infrastructure,EQUITY,yfinance_info
BBBY,,,EQUITY,no_sector_in_info
BBD,Financial Services,Banks - Regional,EQUITY,yfinance_info
BBT,Financial Services,Banks - Regional,EQUITY,yfinance_info
BBY,Consumer Cyclical,Specialty Retail,EQUITY,yfinance_info
BCC,Basic Materials,Lumber & Wood Production,EQUITY,yfinance_info
BCE,Communication Services,Telecom Services,EQUITY,yfinance_info
BCR,,,MUTUALFUND,no_sector_in_info
BCS,Financial Services,Banks - Diversified,EQUITY,yfinance_info
BDK,,,MUTUALFUND,no_sector_in_info
BDX,Healthcare,Medical Instruments & Supplies,EQUITY,yfinance_info
BEAS,,,MUTUALFUND,no_sector_in_info
BEAV,,,MUTUALFUND,no_sector_in_info
BEN,Financial Services,Asset Management,EQUITY,yfinance_info
BERY,,,NONE,no_sector_in_info
BEZ,,,ETF,no_sector_in_info
BF,,,MUTUALFUND,no_sector_in_info
BFB,,,NONE,no_sector_in_info
BG,Consumer Defensive,Farm Products,EQUITY,yfinance_info
BGG,,,NONE,no_sector_in_info
BHI,,,MUTUALFUND,no_sector_in_info
BHP,Basic Materials,Other Industrial Metals & Mining,EQUITY,yfinance_info
BID,,,NONE,no_sector_in_info
BIDD,,,ETF,no_sector_in_info
BIDU,Communication Services,Internet Content & Information,EQUITY,yfinance_info
BIIB,Healthcare,Drug Manufacturers - General,EQUITY,yfinance_info
BJS,,,MUTUALFUND,no_sector_in_info
BK,Financial Services,Banks - Diversified,EQUITY,yfinance_info
BKE,Consumer Cyclical,Apparel Retail,EQUITY,yfinance_info
BKI,,,NONE,no_sector_in_info
BKNG,Consumer Cyclical,Travel Services,EQUITY,yfinance_info
BKR,Energy,Oil & Gas Equipment & Services,EQUITY,yfinance_info
BLDR,Industrials,Building Products & Equipment,EQUITY,yfinance_info
BLK,Financial Services,Asset Management,EQUITY,yfinance_info
BLL,,,NONE,no_sector_in_info
BLS,,,MUTUALFUND,no_sector_in_info
BMC,,,MUTUALFUND,no_sector_in_info
BMDL,,,ETF,no_sector_in_info
BMET,,,MUTUALFUND,no_sector_in_info
BMY,Healthcare,Drug Manufacturers - General,EQUITY,yfinance_info
BN,Financial Services,Asset Management,EQUITY,yfinance_info
BNI,,,MUTUALFUND,no_sector_in_info
BNK,,,MUTUALFUND,no_sector_in_info
BNPP,,,,no_sector_in_info
BP,Energy,Oil & Gas Integrated,EQUITY,yfinance_info
BR,Technology,Information Technology Services,EQUITY,yfinance_info
BRCM,,,MUTUALFUND,no_sector_in_info
BRG,,,NONE,no_sector_in_info
BRGYY,,,MUTUALFUND,no_sector_in_info
BRK,,,MUTUALFUND,no_sector_in_info
BRO,Financial Services,Insurance Brokers,EQUITY,yfinance_info
BRS,,,NONE,no_sector_in_info
BSBR,Financial Services,Banks - Regional,EQUITY,yfinance_info
BSC,,,MUTUALFUND,no_sector_in_info
BSP,,,MUTUALFUND,no_sector_in_info
BSX,Healthcare,Medical Devices,EQUITY,yfinance_info
BT,,,NONE,no_sector_in_info
BTI,Consumer Defensive,Tobacco,EQUITY,yfinance_info
BTU,Energy,Thermal Coal,EQUITY,yfinance_info
BUD,Consumer Defensive,Beverages - Brewers,EQUITY,yfinance_info
BWA,Consumer Cyclical,Auto Parts,EQUITY,yfinance_info
BX,Financial Services,Asset Management,EQUITY,yfinance_info
BXP,Real Estate,REIT - Office,EQUITY,yfinance_info
C,Financial Services,Banks - Diversified,EQUITY,yfinance_info
CA,,,EQUITY,no_sector_in_info
CAB,,,MUTUALFUND,no_sector_in_info
CACC,Financial Services,Credit Services,EQUITY,yfinance_info
CACI,Technology,Information Technology Services,EQUITY,yfinance_info
CAG,Consumer Defensive,Packaged Foods,EQUITY,yfinance_info
CAH,Healthcare,Medical Distribution,EQUITY,yfinance_info
CAL,Consumer Cyclical,Apparel Retail,EQUITY,yfinance_info
CAM,,,ETF,no_sector_in_info
CAT,Industrials,Farm & Heavy Construction Machinery,EQUITY,yfinance_info
CB,Financial Services,Insurance - Property & Casualty,EQUITY,yfinance_info
CBD,,,NONE,no_sector_in_info
CBG,,,MUTUALFUND,no_sector_in_info
CBI,,,MUTUALFUND,no_sector_in_info
CBL,Real Estate,REIT - Retail,EQUITY,yfinance_info
CBS,,,NONE,no_sector_in_info
CBSH,Financial Services,Banks - Regional,EQUITY,yfinance_info
CCI,Real Estate,REIT - Specialty,EQUITY,yfinance_info
CCJ,Energy,Uranium,EQUITY,yfinance_info
CCL,Consumer Cyclical,Travel Services,EQUITY,yfinance_info
CCU,Consumer Defensive,Beverages - Brewers,EQUITY,yfinance_info
CD,Financial Services,Capital Markets,EQUITY,yfinance_info
CDNS,Technology,Software - Application,EQUITY,yfinance_info
CE,Basic Materials,Chemicals,EQUITY,yfinance_info
CELG,,,NONE,no_sector_in_info
CEPH,,,MUTUALFUND,no_sector_in_info
CERN,,,NONE,no_sector_in_info
CF,Basic Materials,Agricultural Inputs,EQUITY,yfinance_info
CFC,,,MUTUALFUND,no_sector_in_info
CFN,,,MUTUALFUND,no_sector_in_info
CFR,Financial Services,Banks - Regional,EQUITY,yfinance_info
CGNX,Technology,Scientific & Technical Instruments,EQUITY,yfinance_info
CHD,Consumer Defensive,Household & Personal Products,EQUITY,yfinance_info
CHE,Healthcare,Medical Care Facilities,EQUITY,yfinance_info
CHEF,Consumer Defensive,Food Distribution,EQUITY,yfinance_info
CHK,,,NONE,no_sector_in_info
CHL,,,NONE,no_sector_in_info
CHRW,Industrials,Integrated Freight & Logistics,EQUITY,yfinance_info
CHSI,,,ECNQUOTE,no_sector_in_info
CHTR,Communication Services,Telecom Services,EQUITY,yfinance_info
CHTT,,,MUTUALFUND,no_sector_in_info
CI,Healthcare,Healthcare Plans,EQUITY,yfinance_info
CINF,Financial Services,Insurance - Property & Casualty,EQUITY,yfinance_info
CIT,,,NONE,no_sector_in_info
CKFR,,,MUTUALFUND,no_sector_in_info
CL,Consumer Defensive,Household & Personal Products,EQUITY,yfinance_info
CLB,Energy,Oil & Gas Equipment & Services,EQUITY,yfinance_info
CLF,Basic Materials,Steel,EQUITY,yfinance_info
CLI,,,NONE,no_sector_in_info
CLNY,,,NONE,no_sector_in_info
CLR,,,NONE,no_sector_in_info
CLX,Consumer Defensive,Household & Personal Products,EQUITY,yfinance_info
CMA,,,,no_sector_in_info
CMCSA,Communication Services,Telecom Services,EQUITY,yfinance_info
CMCSK,,,MUTUALFUND,no_sector_in_info
CME,Financial Services,Financial Data & Stock Exchanges,EQUITY,yfinance_info
CMG,Consumer Cyclical,Restaurants,EQUITY,yfinance_info
CMI,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
CMS,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
CMVT,,,MUTUALFUND,no_sector_in_info
CNC,Healthcare,Healthcare Plans,EQUITY,yfinance_info
CNH,Industrials,Farm & Heavy Construction Machinery,EQUITY,yfinance_info
CNI,Industrials,Railroads,EQUITY,yfinance_info
CNQ,Energy,Oil & Gas E&P,EQUITY,yfinance_info
CNX,Energy,Oil & Gas E&P,EQUITY,yfinance_info
COF,Financial Services,Credit Services,EQUITY,yfinance_info
COG,,,NONE,no_sector_in_info
COH,,,MUTUALFUND,no_sector_in_info
COL,,,MUTUALFUND,no_sector_in_info
CONN,,,,no_sector_in_info
COP,Energy,Oil & Gas E&P,EQUITY,yfinance_info
COST,Consumer Defensive,Discount Stores,EQUITY,yfinance_info
COV,,,MUTUALFUND,no_sector_in_info
CP,Industrials,Railroads,EQUITY,yfinance_info
CPA,Industrials,Airlines,EQUITY,yfinance_info
CPGX,,,MUTUALFUND,no_sector_in_info
CPO,,,MUTUALFUND,no_sector_in_info
CPS,Consumer Cyclical,Auto Parts,EQUITY,yfinance_info
CRBG,Financial Services,Asset Management,EQUITY,yfinance_info
CREE,,,NONE,no_sector_in_info
CRH,Basic Materials,Building Materials,EQUITY,yfinance_info
CRI,Consumer Cyclical,Apparel Retail,EQUITY,yfinance_info
CRL,Healthcare,Diagnostics & Research,EQUITY,yfinance_info
CRM,Technology,Software - Application,EQUITY,yfinance_info
CRUS,Technology,Semiconductors,EQUITY,yfinance_info
CSA,,,ETF,no_sector_in_info
CSC,,,MUTUALFUND,no_sector_in_info
CSCO,Technology,Communication Equipment,EQUITY,yfinance_info
CSL,Industrials,Building Products & Equipment,EQUITY,yfinance_info
CSTE,Industrials,Building Products & Equipment,EQUITY,yfinance_info
CSTR,,,NONE,no_sector_in_info
CSU,,,NONE,no_sector_in_info
CSX,Industrials,Railroads,EQUITY,yfinance_info
CTAS,Industrials,Specialty Business Services,EQUITY,yfinance_info
CTCT,,,MUTUALFUND,no_sector_in_info
CTL,,,NONE,no_sector_in_info
CTRA,Energy,Oil & Gas E&P,EQUITY,yfinance_info
CTRX,,,MUTUALFUND,no_sector_in_info
CTSH,Technology,Information Technology Services,EQUITY,yfinance_info
CTXS,,,NONE,no_sector_in_info
CUM,,,MUTUALFUND,no_sector_in_info
CVC,,,MUTUALFUND,no_sector_in_info
CVD,,,MUTUALFUND,no_sector_in_info
CVE,Energy,Oil & Gas Integrated,EQUITY,yfinance_info
CVS,Healthcare,Healthcare Plans,EQUITY,yfinance_info
CVX,Energy,Oil & Gas Integrated,EQUITY,yfinance_info
CY,,,NONE,no_sector_in_info
CYH,Healthcare,Medical Care Facilities,EQUITY,yfinance_info
CZR,Consumer Cyclical,Resorts & Casinos,EQUITY,yfinance_info
D,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
DA,,,MUTUALFUND,no_sector_in_info
DAIGN,,,,no_sector_in_info
DAL,Industrials,Airlines,EQUITY,yfinance_info
DANO,,,,no_sector_in_info
DASH,Consumer Cyclical,Internet Retail,EQUITY,yfinance_info
DATA,,,NONE,no_sector_in_info
DCI,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
DD,Basic Materials,Specialty Chemicals,EQUITY,yfinance_info
DDD,Technology,Computer Hardware,EQUITY,yfinance_info
DDOG,Technology,Software - Application,EQUITY,yfinance_info
DE,Industrials,Farm & Heavy Construction Machinery,EQUITY,yfinance_info
DECK,Consumer Cyclical,Footwear & Accessories,EQUITY,yfinance_info
DELL,Technology,Computer Hardware,EQUITY,yfinance_info
DEO,Consumer Defensive,Beverages - Wineries & Distilleries,EQUITY,yfinance_info
DF,,,NONE,no_sector_in_info
DFS,,,NONE,no_sector_in_info
DG,Consumer Defensive,Discount Stores,EQUITY,yfinance_info
DGE,,,MUTUALFUND,no_sector_in_info
DGL,,,ETF,no_sector_in_info
DGX,Healthcare,Diagnostics & Research,EQUITY,yfinance_info
DHI,Consumer Cyclical,Residential Construction,EQUITY,yfinance_info
DHR,Healthcare,Diagnostics & Research,EQUITY,yfinance_info
DIS,Communication Services,Entertainment,EQUITY,yfinance_info
DISCA,,,NONE,no_sector_in_info
DISCK,,,NONE,no_sector_in_info
DISH,,,NONE,no_sector_in_info
DJP,,,ETF,no_sector_in_info
DKS,Consumer Cyclical,Specialty Retail,EQUITY,yfinance_info
DLB,Industrials,Specialty Business Services,EQUITY,yfinance_info
DLR,Real Estate,REIT - Specialty,EQUITY,yfinance_info
DLTR,Consumer Defensive,Discount Stores,EQUITY,yfinance_info
DLX,Industrials,Conglomerates,EQUITY,yfinance_info
DNA,Healthcare,Biotechnology,EQUITY,yfinance_info
DNR,,,NONE,no_sector_in_info
DO,,,NONE,no_sector_in_info
DOV,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
DOW,Basic Materials,Chemicals,EQUITY,yfinance_info
DOX,Technology,Software - Infrastructure,EQUITY,yfinance_info
DPS,,,MUTUALFUND,no_sector_in_info
DPTR,,,MUTUALFUND,no_sector_in_info
DPZ,Consumer Cyclical,Restaurants,EQUITY,yfinance_info
DRE,,,NONE,no_sector_in_info
DRI,Consumer Cyclical,Restaurants,EQUITY,yfinance_info
DRQ,,,NONE,no_sector_in_info
DRUA,,,ETF,no_sector_in_info
DRYS,,,NONE,no_sector_in_info
DST,,,MUTUALFUND,no_sector_in_info
DTE,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
DTEGN,,,,no_sector_in_info
DTV,,,NONE,no_sector_in_info
DUK,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
DVAL,,,ETF,no_sector_in_info
DVN,Energy,Oil & Gas E&P,EQUITY,yfinance_info
DWDP,,,NONE,no_sector_in_info
DXPE,Industrials,Industrial Distribution,EQUITY,yfinance_info
EA,Communication Services,Electronic Gaming & Multimedia,EQUITY,yfinance_info
EAGGQ,,,EQUITY,no_sector_in_info
EAT,Consumer Cyclical,Restaurants,EQUITY,yfinance_info
EBAY,Consumer Cyclical,Internet Retail,EQUITY,yfinance_info
EBIX,,,NONE,no_sector_in_info
ECA,,,NONE,no_sector_in_info
ECL,Basic Materials,Specialty Chemicals,EQUITY,yfinance_info
EDS,,,MUTUALFUND,no_sector_in_info
EEFT,Technology,Software - Infrastructure,EQUITY,yfinance_info
EFX,Industrials,Consulting Services,EQUITY,yfinance_info
EGN,,,MUTUALFUND,no_sector_in_info
EGOV,,,NONE,no_sector_in_info
EHTH,Financial Services,Insurance Brokers,EQUITY,yfinance_info
EIX,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
EL,Consumer Defensive,Household & Personal Products,EQUITY,yfinance_info
ELK,,,MUTUALFUND,no_sector_in_info
ELN,,,MUTUALFUND,no_sector_in_info
ELS,Real Estate,REIT - Residential,EQUITY,yfinance_info
ELV,Healthcare,Healthcare Plans,EQUITY,yfinance_info
EMC,,,ETF,no_sector_in_info
EMG,,,MUTUALFUND,no_sector_in_info
EMR,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
ENB,Energy,Oil & Gas Midstream,EQUITY,yfinance_info
ENDP,,,NONE,no_sector_in_info
ENEI,,,MUTUALFUND,no_sector_in_info
ENGIE,,,,no_sector_in_info
ENH,,,MUTUALFUND,no_sector_in_info
ENR,Industrials,Electrical Equipment & Parts,EQUITY,yfinance_info
EOG,Energy,Oil & Gas E&P,EQUITY,yfinance_info
EP,Energy,Oil & Gas E&P,EQUITY,yfinance_info
EPD,Energy,Oil & Gas Midstream,EQUITY,yfinance_info
EPIQ,,,MUTUALFUND,no_sector_in_info
EPKKY,,,NONE,no_sector_in_info
EQ,Healthcare,Biotechnology,EQUITY,yfinance_info
EQIX,Real Estate,REIT - Specialty,EQUITY,yfinance_info
EQR,Real Estate,REIT - Residential,EQUITY,yfinance_info
EQT,Energy,Oil & Gas E&P,EQUITY,yfinance_info
ERTS,,,MUTUALFUND,no_sector_in_info
ESI,Basic Materials,Specialty Chemicals,EQUITY,yfinance_info
ESRX,,,MUTUALFUND,no_sector_in_info
ESV,,,NONE,no_sector_in_info
ETFC,,,NONE,no_sector_in_info
ETN,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
EV,,,ETF,no_sector_in_info
EVER,Communication Services,Internet Content & Information,EQUITY,yfinance_info
EW,Healthcare,Medical Devices,EQUITY,yfinance_info
EWBC,Financial Services,Banks - Regional,EQUITY,yfinance_info
EXAS,,,,no_sector_in_info
EXC,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
EXH,,,MUTUALFUND,no_sector_in_info
EXP,Basic Materials,Building Materials,EQUITY,yfinance_info
EXPD,Industrials,Integrated Freight & Logistics,EQUITY,yfinance_info
EXPE,Consumer Cyclical,Travel Services,EQUITY,yfinance_info
F,Consumer Cyclical,Auto Manufacturers,EQUITY,yfinance_info
FAF,Financial Services,Insurance - Specialty,EQUITY,yfinance_info
FANG,Energy,Oil & Gas E&P,EQUITY,yfinance_info
FAST,Industrials,Industrial Distribution,EQUITY,yfinance_info
FB,,,ETF,no_sector_in_info
FBF,,,MUTUALFUND,no_sector_in_info
FBHS,,,NONE,no_sector_in_info
FCX,Basic Materials,Copper,EQUITY,yfinance_info
FD,,,MUTUALFUND,no_sector_in_info
FDC,,,NONE,no_sector_in_info
FDO,,,MUTUALFUND,no_sector_in_info
FDS,Financial Services,Financial Data & Stock Exchanges,EQUITY,yfinance_info
FDX,Industrials,Integrated Freight & Logistics,EQUITY,yfinance_info
FE,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
FEIC,,,MUTUALFUND,no_sector_in_info
FERG,Industrials,Industrial Distribution,EQUITY,yfinance_info
FFH,,,MUTUALFUND,no_sector_in_info
FFIV,Technology,Software - Infrastructure,EQUITY,yfinance_info
FHB,Financial Services,Banks - Regional,EQUITY,yfinance_info
FI,,,,no_sector_in_info
FIS,Technology,Information Technology Services,EQUITY,yfinance_info
FISV,,,EQUITY,no_sector_in_info
FITB,Financial Services,Banks - Regional,EQUITY,yfinance_info
FIVE,Consumer Cyclical,Specialty Retail,EQUITY,yfinance_info
FL,,,NONE,no_sector_in_info
FLEX,Technology,Electronic Components,EQUITY,yfinance_info
FLIR,,,NONE,no_sector_in_info
FLO,Consumer Defensive,Packaged Foods,EQUITY,yfinance_info
FLR,Industrials,Engineering & Construction,EQUITY,yfinance_info
FLS,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
FLT,,,NONE,no_sector_in_info
FMC,Basic Materials,Agricultural Inputs,EQUITY,yfinance_info
FNB,Financial Services,Banks - Regional,EQUITY,yfinance_info
FNGN,,,NONE,no_sector_in_info
FNV,Basic Materials,Gold,EQUITY,yfinance_info
FO,,,MUTUALFUND,no_sector_in_info
FOX,Communication Services,Entertainment,EQUITY,yfinance_info
FPL,,,NONE,no_sector_in_info
FRC,,,NONE,no_sector_in_info
FRME,Financial Services,Banks - Regional,EQUITY,yfinance_info
FRX,,,NONE,no_sector_in_info
FSH,,,MUTUALFUND,no_sector_in_info
FSL,,,MUTUALFUND,no_sector_in_info
FSLR,Technology,Solar,EQUITY,yfinance_info
FST,,,NONE,no_sector_in_info
FTI,Energy,Oil & Gas Equipment & Services,EQUITY,yfinance_info
FTO,,,MUTUALFUND,no_sector_in_info
FTR,,,NONE,no_sector_in_info
FUL,Basic Materials,Specialty Chemicals,EQUITY,yfinance_info
FULL,,,MUTUALFUND,no_sector_in_info
G,Technology,Information Technology Services,EQUITY,yfinance_info
GCI,,,,no_sector_in_info
GD,Industrials,Aerospace & Defense,EQUITY,yfinance_info
GDI,,,NONE,no_sector_in_info
GDT,,,ETF,no_sector_in_info
GE,Industrials,Aerospace & Defense,EQUITY,yfinance_info
GEN,Technology,Software - Infrastructure,EQUITY,yfinance_info
GENZ,,,ETF,no_sector_in_info
GEV,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
GFLW,,,ETF,no_sector_in_info
GGB,Basic Materials,Steel,EQUITY,yfinance_info
GGG,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
GIBA,,,,no_sector_in_info
GIFI,,,,no_sector_in_info
GIL,Consumer Cyclical,Apparel Manufacturing,EQUITY,yfinance_info
GILD,Healthcare,Drug Manufacturers - General,EQUITY,yfinance_info
GIS,Consumer Defensive,Packaged Foods,EQUITY,yfinance_info
GLEN,,,,no_sector_in_info
GLT,,,NONE,no_sector_in_info
GLW,Technology,Electronic Components,EQUITY,yfinance_info
GM,Consumer Cyclical,Auto Manufacturers,EQUITY,yfinance_info
GMA,,,MUTUALFUND,no_sector_in_info
GMCR,,,MUTUALFUND,no_sector_in_info
GME,Consumer Cyclical,Specialty Retail,EQUITY,yfinance_info
GMST,,,MUTUALFUND,no_sector_in_info
GMT,,,MUTUALFUND,no_sector_in_info
GNA,,,MUTUALFUND,no_sector_in_info
GNTX,Consumer Cyclical,Auto Parts,EQUITY,yfinance_info
GNW,Financial Services,Insurance - Life,EQUITY,yfinance_info
GOLD,Financial Services,Capital Markets,EQUITY,yfinance_info
GOOG,Communication Services,Internet Content & Information,EQUITY,yfinance_info
GOOGL,Communication Services,Internet Content & Information,EQUITY,yfinance_info
GP,Industrials,Farm & Heavy Construction Machinery,EQUITY,yfinance_info
GPC,Consumer Cyclical,Auto Parts,EQUITY,yfinance_info
GPI,Consumer Cyclical,Auto & Truck Dealerships,EQUITY,yfinance_info
GPS,,,NONE,no_sector_in_info
GPT,,,ETF,no_sector_in_info
GR,,,MUTUALFUND,no_sector_in_info
GRMN,Technology,Scientific & Technical Instruments,EQUITY,yfinance_info
GS,Financial Services,Capital Markets,EQUITY,yfinance_info
GSF,,,MUTUALFUND,no_sector_in_info
